,user,tweet,location,description,friends_count,followers_count,statuses_count,created_at,retweet_count,hashtags
0,AecQuarterly,"""Africa is most affected yet least responsible for climate change. Sadly it is also producing the least scientific… https://t.co/7KvL6irWDc",Nigeria,Pan-African magazine influencing the African narrative one story at a time.,23,23,196,2020-11-02 06:25:08,0,[]
1,BiancavanWyk16,"@AngloAmericanZA  Chairman's Fund is listed as one of the donors of  @IRR_SouthAfrica 
Two things, as a donor: 
1)… https://t.co/M5WwqjvC6x","Pretoria, South Africa","Business Coach and Training Facilitator. Eager to learn, laugh, and share thoughts. Antiracist. Founding Member of the Alliance of Social Democrats",3790,14650,78357,2019-05-12 05:44:35,0,[]
2,dailymaverick,The Intergovernmental Panel on Climate Change (IPCC) Assessment Report Six Working Group I report was released last… https://t.co/IOhpXSjvPB,South Africa,"The need to Defend Truth has never been greater. Support free, fair, fearless reporting. Become a Maverick Insider: https://t.co/ifFGQCBOOD",1913,490591,203445,2009-09-04 17:58:33,5,[]
3,cwundef,"In Africa, especially in the northern  regions, where the weather is dry and severely hit by climate change conditi… https://t.co/winjX1cD3M","Obuasi, Ghana",Enterpreneurship Blogger || Digital Marketer || Wundef Media || Environmentalists @350GROC || @cedijob,68114,68817,61331,2010-02-12 22:37:42,0,[]
4,cwundef,"In Africa, especially in the  regions, where the weather is dry and severely hit by climate change conditions, maki… https://t.co/IylTBmNvhT","Obuasi, Ghana",Enterpreneurship Blogger || Digital Marketer || Wundef Media || Environmentalists @350GROC || @cedijob,68114,68817,61331,2010-02-12 22:37:42,0,[]
5,FinancialMail,"In an effort to combat poverty and climate change, Ivory Coast’s smallholder farmers are turning to biowaste https://t.co/4ayqHJbX0Q",Johannesburg,"The Financial Mail is a weekly South African magazine aimed at bringing you insightful, in-depth & hard-hitting business news.",301,117641,50566,2010-01-20 05:31:13,0,[]
6,ZSP_ORG,According to the latest edition of the FAO's Regional Overview of Food Security and Nutrition in the Near East and… https://t.co/kSy79ktbpi,"Abu Dhabi, UAE","The official account of Zayed Sustainability Prize.
We empower, celebrate, and reward outstanding global sustainable solutions.",2108,198252,10932,2009-07-12 09:52:52,1,[]
7,KlaasTjoelker,"What does the IPCC report say about climate change in Africa? — Quartz Africa
https://t.co/IzZZQEGduN","Cotonou, République du Bénin","👨‍🍳 Andragogue Cuisinier.  Formation, Conseil",56,39,2690,2019-01-17 08:43:45,0,[]
8,Stales_1,"Hemp can help prevent environmental disasters like flood and climate change.

Hemp can help us live in a better and… https://t.co/Ewqk0Mdtav","Lagos,Nigeria","Cannabis Researcher, Techpreneur and Founder of @puffyweedinc & @igboleaf1",933,410,3204,2011-03-12 06:21:29,0,[]
9,Moneyweb,"Projected dry and hot conditions will have a devastating impact on #Africa where the economies of most countries, &amp;… https://t.co/zpRBvoSLrK",South Africa,"Credible business, finance and investment news to empower and inform our community.",2582,142605,82539,2009-03-04 09:44:32,0,"[{'text': 'Africa', 'indices': [67, 74]}]"
10,aecongressorg,"""Africa is most affected yet least responsible for climate change. Sadly it is also producing the least scientific… https://t.co/cJGejaiBoj","Abuja, Nigeria","African Economic Congress will be engaging industry experts, government and civil society leaders in partnerships to shape global, regional and industry agenda",121,461,588,2019-06-25 08:17:51,0,[]
11,SAGeogJ,Online now - ‘Exploring the concept of place in the literature on smallholder farmers and climate change adaptation… https://t.co/LanlWtppjc,"Johannesburg, South Africa","The South African Geographical Journal aims at using Southern Africa as a region from, and through, which to communicate geographic knowledge.",2,24,16,2021-02-11 12:09:46,4,[]
12,Oceanwire,".
Climate change could lead to large-scale redistribution of global fish catches with a drop of up to 40%.  ~lead a… https://t.co/MGzSIX8Kp0",The Great Pacific Northwest,"Curating the knowledge, news and sheer wonder of our oceans.

~~~ “You have to love it before you're moved to save it.” -Sylvia Earle ~~~",31778,79646,30415,2010-04-13 20:51:36,13,[]
13,TC_Africa,"The major concern is that as warming continues, more extreme climate events, such as droughts, are projected to inc… https://t.co/Kke4hY6rmP","Johannesburg, South Africa",The world's leading publisher of research-based news and analysis. A unique collaboration between academics and journalists. Free to read and republish.,1402,31462,35659,2014-12-16 23:27:21,0,[]
14,FinancialMail,"In an effort to combat poverty and climate change, Ivory Coast’s smallholder farmers are turning to biowaste https://t.co/3AVTsmLFqS",Johannesburg,"The Financial Mail is a weekly South African magazine aimed at bringing you insightful, in-depth & hard-hitting business news.",301,117641,50566,2010-01-20 05:31:13,0,[]
15,pharafina,Insights into latest climate change projections for Africa - NewsDay https://t.co/hOixze35RN https://t.co/T9qsWdaBan,Afrique,Actualités panafricaines - Panafrican news - Parce que l'Afrique compte. Because Africa matters.  by @Sangare,2020,2387,67604,2011-04-03 10:21:34,0,[]
16,AlbertGumbo,"Africa is suffering from increasing heat &amp; droughts, even though the continent itself plays a very small role in ca… https://t.co/f8Rdy2Txph",Johannesburg,Une vie,912,1718,22043,2010-01-18 13:11:41,0,[]
17,Bongie_000,@CyrilRamaphosa how ready is South Africa for this climate change happening in other countries. Do we have big rese… https://t.co/Xvk2LjtISf,South Africa,We demand death penalty for GBV,731,94,1457,2017-06-16 17:12:17,0,[]
18,AecQuarterly,"'Nobody is safe and it’s getting worse faster' - @andersen_inger.

Climate change in #Africa is on a constant rise.… https://t.co/0I6OiUFwsx",Nigeria,Pan-African magazine influencing the African narrative one story at a time.,23,23,196,2020-11-02 06:25:08,0,"[{'text': 'Africa', 'indices': [85, 92]}]"
19,NaijaNewsWire,"Africa most vulnerable to climate change, yet can’t fund research https://t.co/4fubf8zhGB",Nigeria,"Naija News Agency serves you the latest, trending and breaking news curated across credible news media home and abroad. Naija News Agency - News for All!",33,1142,53982,2014-07-01 13:43:27,0,[]
20,vaneedenDona,Writing an article on the impacts of climate change on South Africa's agriculture sector and this is my message to… https://t.co/p5I5TmxODp,South Africa,"She/her 🌈 Writer/journo at @foodformzansi |
Environmental Justice and Climate Activist | Science Enthusiast | Bookworm",1597,188,911,2017-06-15 06:59:24,0,[]
21,KhayaJames,"Yet even before COVID-19 reduced incomes and disrupted supply chains, hunger had been increasing across Southern Af… https://t.co/zdpTdF6uki","Johannesburg, South Africa",Broadcaster. LaJamesKhumalo. World. Low life paparazzi. Life. Still I rise 🙏 MC. Khaypk@yahoo.com,4879,51817,145040,2013-05-25 10:37:51,1,[]
22,_magakwe_,@NdakaM @Symoeh @Africa_Archives How is climate change a result of our actions? Teach us🤔,vereeniging,"📚Wits graduate// mathematics teacher// #100rulesForVisitors//Best Dad Alive: daughter IG @candiceee.za ❤✌👊🇮🇹
NO FOREX!🚫NO TRADING🚫🚫",6707,7226,93879,2012-02-10 05:35:04,0,[]
23,arochaghana,Farmers in the Bosomtwe &amp; Bosomtwe Freho District of the Ashanti Region receive training on sustainable maize produ… https://t.co/m1whqT77oM,"Accra, Ghana",To effectively manage the resources of the earth given to us by God through sustainable actions. Retweets do not always mean endorsement.,487,1147,1990,2010-07-02 11:28:15,4,[]
24,Irums2,"Climate change is real ❎
Total ban on nuclear weapons ❎
Africa awake ✅ https://t.co/LzYxLdNqwt",Lagos,"1/5 Kogi, 1/5 Ogun, 1/5 Edo, 1/5 Lagos, 1/5 Plateau",547,334,3674,2012-04-27 11:05:33,0,[]
25,TheAffiong,"I really don't have the strength to argue with people about climate realities. I have bigger fish to fry.
Is climat… https://t.co/L3j4tT9yKt","Lagos, Nigeria","Occasional nuisance

Allergic to stress!

20.10.2020 #EndSARS

ISFJ-T",1114,1595,62967,2010-05-03 14:20:01,1,[]
26,NewsCentralTV,"Insights for African Countries from the Latest Climate Change Projections. 

#Africa #AfricaFirst #NewsCentralTV

https://t.co/2hzjaKuGjT",Africa,"Startimes CH 274.

We bring #Africa to the world, by telling the true African story from an African perspective, using diversity, creativity and technology.",111,6786,17392,2018-09-22 12:59:39,0,"[{'text': 'Africa', 'indices': [77, 84]}, {'text': 'AfricaFirst', 'indices': [85, 97]}, {'text': 'NewsCentralTV', 'indices': [98, 112]}]"
27,GimbaFaith,"So proud to be given the privilege to host these game changers today in celebration of #IYD2021

Africa means busin… https://t.co/RZkpCu0xeV","Lagos, Nigeria","Just a girl stumbling through life.

Virgo ♍ | #MUFC | 💖Nigeria💕 | My ❤️ belongs to Jesus",2492,712,18227,2017-06-19 13:38:10,0,"[{'text': 'IYD2021', 'indices': [87, 95]}]"
28,alluvia_uc,Northern Africa is a climate change hotspot which is why the report anticipates with high confidence an increase in… https://t.co/wwkHsFjZfG,Nigeria,"We are actively involved in Construction, Waste Mgt, Environmental Beautification, Cleaning, Janitorial Services, Agriculture & Consultancy.",322,560,931,2018-04-08 18:47:13,0,[]
29,TC_Africa,"The major concern is that as warming continues, more extreme climate events, such as droughts, are projected to inc… https://t.co/V7AnO8KGRz","Johannesburg, South Africa",The world's leading publisher of research-based news and analysis. A unique collaboration between academics and journalists. Free to read and republish.,1402,31462,35659,2014-12-16 23:27:21,0,[]
30,utvghana,Rapper @okyeamekwame has been named brand ambassador for Climate Clock Ambassador as Ghana becomes the first countr… https://t.co/D0zk4kapKD,"Accra, Ghana",United Television (UTV) is Ghana's best local broadcasting network providing a 24/7 line-up of well produced family entertainment and news,192,623813,43049,2012-07-24 14:29:14,18,[]
31,Africa_Dabra,@ChrisMartzWX People don't want to hear those facts.  Especially politicians who have politicized the subject ... t… https://t.co/v4iFs31ok4,"Durban, South Africa",,1199,1197,6222,2009-07-22 14:36:16,0,[]
32,NiyelCampaigns,"Read about her #Impact: https://t.co/910HPr26UG
#InternationalYouthDay","Dakar, Senegal","We are an impact-driven campaigns, advocacy and public affairs firm. It’s your goal to build a better world? Ours is to help you make it happen! #ChangeCreators",523,1288,1885,2013-10-09 10:46:50,0,"[{'text': 'Impact', 'indices': [15, 22]}, {'text': 'InternationalYouthDay', 'indices': [48, 70]}]"
33,unwomenafrica,"“The list of actions that young people can take is endless, so let us be bold for change.” - Immaculate Akello, cli… https://t.co/qOaLWgfFF4",Africa,@UN_Women / @ONUFemmes is the UN entity for #GenderEquality and women’s empowerment. Tweets in English and French are from our offices in Africa.,2481,58727,12814,2013-06-13 21:39:23,4,[]
34,Greenpeaceafric,"Blah! Blah! Blah! We're glad you're finally waking up to smell the coffee, but maybe you should consider declaring… https://t.co/0hxv6wiJFA",Africa,We exist because our fragile Earth deserves a voice. Join us and be part of a people-powered movement for climate action. Media requests: nafrica@greenpeace.org,4335,60521,30105,2009-03-11 12:22:25,3,[]
35,dabbadie,Climate change combined with overfishing threatens food security of 65 nations https://t.co/61pt4f0ZwB,United Arab Emirates,"Senior FAO Aquaculture and Fisheries Officer in the Arabian Peninsula
RT or external link sharing ≠ endorsement",963,1418,17940,2009-02-25 15:05:16,0,[]
36,energy_african,"Watch #AEC Executive Chairman, @nj_ayuk's live interview on @ARISEtv where he talks on the recently published UN Re… https://t.co/2zLBTk3J4j",South Africa,"Voice of the African Energy Industry, the only African Advocacy Association representing all facets of the African oil and gas industry.",577,8724,4889,2018-06-06 22:11:05,0,"[{'text': 'AEC', 'indices': [6, 10]}]"
37,News24,"South Africa will experience increasing droughts, fire weather conditions and even flooding as a result of climate… https://t.co/XpJOOGGBvw",South Africa,South Africa's premier online news resource. Follow @TeamNews24 for all the action from our journalists 🇿🇦 SA's most trusted news source - Reuters Institute,692,4139626,369410,2008-05-08 07:45:58,14,[]
38,NaijaNewsWire,"Double whammy: Africa vulnerable to worst impacts of climate change, can’t fund research https://t.co/EI7XzlgHZk",Nigeria,"Naija News Agency serves you the latest, trending and breaking news curated across credible news media home and abroad. Naija News Agency - News for All!",33,1142,53982,2014-07-01 13:43:27,0,[]
39,AfricaHealthCl1,"Poor , Vulnerable People Victims of Climate Africa
https://t.co/LZEEbk2TUz https://t.co/46lzaSvih3",Windhoek,"We cover Health, Environmental and Climate Change issues in Africa",138,86,512,2021-01-25 15:13:07,0,[]
40,Biz_Africa,Advice for brands seeking to access the African market | African fintech company Moove secures R337m in Series A fu… https://t.co/1Eo06gamOp,Africa,Your one-stop platform for daily African B2B marketing & media news! Sign up for press offices; subscribe to newsletters.,1546,3729,12133,2010-07-13 12:52:45,0,[]
41,Bizcommunity,Advice for brands seeking to access the African market | African fintech company Moove secures R337m in Series A fu… https://t.co/RpjgzVb0vl,South Africa,"The biggest multi-industry B2B site showcasing professional audiences in Africa; content marketing specialists; 490,000 readers; 5,7m newsletters per month",5872,36205,46070,2008-02-21 13:52:21,0,[]
42,timmcdonnell,#IPCC reports projects a likely increase in rainfall in Africa's Sahel region. But monsoon modeling remains relativ… https://t.co/vIqokP5ura,"Cairo, Egypt","covering climate/energy/corona in MENA/global @qz -- aka survival on messed-up planet. Previously @NPR, @MotherJones, @natgeo, @FulbrightPrgrm. Also bread.",3641,7331,9609,2011-01-18 19:31:07,6,"[{'text': 'IPCC', 'indices': [0, 5]}]"
43,future_climate,According to @UN_Water water is the primary way humans will experience #climatechange. In Ep 2 of the… https://t.co/IRbr4irHII,Africa,Future Climate for Africa is a research programme funded by @FCDOGovUK & @NERCscience. We aim to advance climate knowledge in Africa. RTs are not endorsements,534,3346,2585,2014-09-02 09:37:53,3,"[{'text': 'climatechange', 'indices': [71, 85]}]"
44,UNICEF_SA,Young people across South Africa are the most affected by climate change. We can't let this dictate the future. 🌏… https://t.co/lncoi5OMSg,"Pretoria, South Africa","UNICEF is a leading advocate for children. With partners, we work on health, nutrition, education, protection, water & sanitation.",1366,22265,5693,2009-11-17 19:43:32,0,[]
45,Nutreats,🌍 5 things I learnt from South Africa's Survival Guide to Climate Change https://t.co/fyiFCqOfnY,South Africa,"💚simplifying healthy living.
📚we cover all things health, wellness, fitness, food, beauty & lifestyle.
💌weekly newsletter signup: https://t.co/RdDqbHRdI4",826,1052,15105,2012-07-24 20:43:48,0,[]
46,TanaForum,"climate change-related weather patterns, economic slowdowns, covid-19, conflict, and poor governance are driving fo… https://t.co/4s1fDZw8UK",Africa,"10th Tana Forum | 25-29 October 2021 | Managing Security Threats: Building Resilience for the Africa We Want | Bahir Dar, Ethiopia",147,5844,3144,2012-02-17 12:13:40,3,[]
47,allafrica,Worrying Insights for Continent From Latest Climate Change Projections @TC_Africa: https://t.co/8th92EpdvG #Africa https://t.co/RGOhtvGM9S,Africa,"News by, about & from a fast-changing continent. Also @allafricafrench, @AllAfricaSport. Telegram https://t.co/xYiijXcPcP. Facebook: https://t.co/ggXoZX5c4O",1832,444445,334611,2008-10-10 13:27:42,2,"[{'text': 'Africa', 'indices': [107, 114]}]"
48,UnpluggedBW,New Post | Press Release issued by ARC Limited – Shifting Africa’s climate change disaster risk architecture before… https://t.co/kOWpv6E49J,"Gaborone, Botswana","Chic & informative, BW UNPLUGGED celebrates the uniqueness of Botswana connecting us with the world via; tourism, lifestyle, features, launches, music & sports",1788,31184,16090,2013-05-08 09:39:30,1,[]
49,UnpluggedBW,New Post | Press Release issued by African Risk Capacity Limited – ‘Reality check’ climate-change report shines spo… https://t.co/cGhrrSfavs,"Gaborone, Botswana","Chic & informative, BW UNPLUGGED celebrates the uniqueness of Botswana connecting us with the world via; tourism, lifestyle, features, launches, music & sports",1788,31184,16090,2013-05-08 09:39:30,0,[]
50,ArtistRomario,"Spekboom #ElephantBush is fire 🔥 &amp; drought resistant. It is native to South Africa, can survive 200 years. Could sh… https://t.co/3B1JBrPDNx","Durban, South Africa","Romario is an Ocean Sole Ambassador, Artist, Environmentalist 💚 loves nature, STEM & sport.(Account managed by mum & I) #Optimist #Ornithophile #KidsCanToo ♻️",511,742,4554,2020-08-21 20:15:56,2,"[{'text': 'ElephantBush', 'indices': [9, 22]}]"
51,Biz_Africa,Insights for African countries from the latest climate change projections https://t.co/i6jim1aWrP by Victor Ongoma via @Biz_CSI,Africa,Your one-stop platform for daily African B2B marketing & media news! Sign up for press offices; subscribe to newsletters.,1546,3729,12133,2010-07-13 12:52:45,0,[]
52,Biz_CSI,Insights for African countries from the latest climate change projections https://t.co/pJJMW88nFl by Victor Ongoma via @Biz_CSI,South Africa,"Online platform for the CSI & sustainability industries to share B2B news, views and valuable content. Sign up for our newsletter!",595,1016,7122,2010-09-14 04:01:39,0,[]
53,Bizcommunity,Insights for African countries from the latest climate change projections https://t.co/wgFIi0E9F2 by Victor Ongoma via @Biz_CSI,South Africa,"The biggest multi-industry B2B site showcasing professional audiences in Africa; content marketing specialists; 490,000 readers; 5,7m newsletters per month",5872,36205,46070,2008-02-21 13:52:21,0,[]
54,CristinaAlbert4,"Wildfires have reached North Africa devastating lives, homes&amp;nature. @UNODC_ROMENA extends condolences2countries, c… https://t.co/83cKbgsUgQ","Cairo, Egypt",Nothing has to stay as it is. UNODC Representative Middle East&North Africa. TWTs are my own. Retweets no endorsement,2088,1841,9050,2011-10-12 16:48:47,4,[]
55,FreeWeb4SDGs,"Accelerating Circular Economy in Africa – Incubation Programme 

ACE Africa accelerates circularity innovation &amp; co… https://t.co/SbMZg8BKEn",Africa,#FreeWeb4SDGs supports African #goalskeepers with FREE websites |  Info Portal on SDG News | @ClimateReality Leader in-house | Powered by @Resipiscentia,2109,2188,6721,2019-02-18 21:38:59,1,[]
56,bizafricaonline,Shifting Africa’s climate change disaster risk architecture before COP26 and beyond https://t.co/a8oDfKLmVS,"Lagos, Nigeria",Enabling the next generation of African entrepreneurs,31,720,3295,2016-09-30 13:28:05,1,[]
57,bizafricaonline,Climate change report shines spotlight on Africa’s agriculture potential https://t.co/UxGiBqhjpO,"Lagos, Nigeria",Enabling the next generation of African entrepreneurs,31,720,3295,2016-09-30 13:28:05,1,[]
58,TC_Africa,Insights for African countries from the latest climate change projections https://t.co/iyXEoByucm,"Johannesburg, South Africa",The world's leading publisher of research-based news and analysis. A unique collaboration between academics and journalists. Free to read and republish.,1402,31462,35659,2014-12-16 23:27:21,1,[]
59,bash_shabalala,"Climate change is really hitting us. Wildfires in the US floods in Europe, hectic! This wintery effect came  unexpe… https://t.co/t9NlmUNuOW","Durban,South Africa","Love music and cooking
HouseAddict,Public Management and administration Graduate.",2365,450,6531,2019-12-10 16:54:29,0,[]
60,AppCyclers,"We thank @UNICEFGhana, @MESTAfrica, @HOPinAcademy for this great opportunity. We look forward to pursuing further a… https://t.co/ygeNNI5D9y","Tamale,Ghana","An Innovative Waste Management Startup Focused On Promoting A Safer, Greener, Recycling Environment In Northern Ghana And Ghana At Whole.",156,81,118,2019-11-13 16:28:19,2,[]
61,ITNewsAfrica,4 Ways the Haller Farmers App Helps Fight Climate Change in East Africa -Africa is warming much faster than the glo… https://t.co/eqrpAJoT2O,"Johannesburg, South Africa",Africa's Technology News Leader,357,23249,31232,2008-06-17 13:44:35,0,[]
62,africa_electric,"The @IPCC_CH Sixth Assessment Report is here. 

“Human-induced climate change is already affecting many weather and… https://t.co/u2Rf7W2w3u",Africa ,We aim to raise awareness and catalyse adoption of electric vehicles by sharing the stories of what is already happening across many African Countries.,214,455,514,2020-10-11 20:38:59,3,[]
63,consultant_she,"World Lion Day: Climate change, human conflict threaten Africa's big cats https://t.co/gFPBL8jY9g","Jeddah, Kingdom of Saudi Arabia","مهندس مستشار   CEO Eshky Consultant - Aviation & Airports Consultant, member of Saudi Engineering Council. Eng.Samir Eshky",1276,151,3404,2015-08-28 09:04:31,0,[]
64,PutLuckyAce,@sea_token @kristina_loosen Why do you think is eDNA not used in South Africa up to this day (as stated in the medi… https://t.co/83OWzmRWcN,Khalid,"i am aboard's follower | trader wannabe
#Bitcoin #VeChain",434,41,1341,2021-01-29 12:37:03,0,[]
65,Radio702,"Minister of Environment, Forestry and Fisheries Barbara Creecy says the report is very significant and it took over… https://t.co/QjbwJk40hd","Gauteng, South Africa","📻 92.7FM or 106FM
📺 DStv Channel 856
💻 Stream live on https://t.co/yU5hnbWBpj
📱 Download the #702app on iOS & Android
🎧 #702podcasts

#LetsWalkTheTalk",2446,814216,211815,2009-01-22 10:36:41,1,[]
66,VymalaThuron,Developing countries are particularly vulnerable to the impacts of climate change. Strengthening the capacity of th… https://t.co/ZfKpDyxKEP,Mauritius,"Finance, Impact, Gender Equality, Corporate Affairs, Governmental Relations Development & Cooperation: Tweets are my own views ONLY! RT are not endorsement.",463,564,3631,2011-05-18 12:26:01,0,[]
67,Okyeamekwame,Join us at the official tree planting and launch tomorrow 12/08/21 as Ghana becomes the first country in Africa to… https://t.co/Sy5d3Ajg3P,Ghana,Musician/ Climate Change Ambassador / Activist Made In Ghana Ambassador. Contact: info.okyeame@gmail.com. #Yeeko https://t.co/oCvaH1Ylwy,13791,286863,22377,2012-02-23 14:57:30,11,[]
68,thecableng,#PTCIJ begins media fellowship programme on climate change for West Africa | TheCable  https://t.co/PoG1qexdv0 https://t.co/tcL55OazGv,Nigeria,Nigeria's independent online newspaper,4175,730198,181749,2013-10-11 15:01:36,1,"[{'text': 'PTCIJ', 'indices': [0, 6]}]"
69,SmartCompanyAf1,SMART PARTNERSHIP: IAEA supports Namibia’s improved aquifer management affected by climate change… https://t.co/z4XfV3Argg,Africa ,We amplify pro-development and success stories across Africa and the Diaspora with focus on business and economy.,1097,215,682,2021-02-03 11:00:04,1,[]
70,OlumideIDOWU,Africa Faces Heightened Impact Of Climate Change – @NnimmoB https://t.co/TTXjQfIhJU,Africa,Activist | Environmentalist | Communicator | Storyteller | Co-Founder  @ClimateWed | Youth FP @GEF_SGP 🇳🇬 | Fellow @atlascorps @StateIVLP | Comms @AYICC,32823,41348,438991,2009-05-18 20:07:41,1,[]
